Namespace(batch_size=10, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=False, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
EPOCH:: 1, Traininig Loss: 0.486763, Testing Loss: 0.197060, Best Loss: 0.197060, Training Acc: 0.363821, Testing Acc: 0.646104
EPOCH:: 2, Traininig Loss: 0.139872, Testing Loss: 0.281146, Best Loss: 0.197060, Training Acc: 0.640244, Testing Acc: 0.568182
EPOCH:: 3, Traininig Loss: 0.172210, Testing Loss: 0.231912, Best Loss: 0.197060, Training Acc: 0.689024, Testing Acc: 0.587662
EPOCH:: 4, Traininig Loss: 0.098487, Testing Loss: 0.134915, Best Loss: 0.134915, Training Acc: 0.719512, Testing Acc: 0.727273
Namespace(batch_size=20, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=False, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
EPOCH:: 1, Traininig Loss: 0.844247, Testing Loss: 0.472595, Best Loss: 0.472595, Training Acc: 0.231707, Testing Acc: 0.525974
EPOCH:: 2, Traininig Loss: 0.143208, Testing Loss: 0.266671, Best Loss: 0.266671, Training Acc: 0.593496, Testing Acc: 0.597403
Namespace(batch_size=32, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=False, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
EPOCH:: 1, Traininig Loss: 1.937744, Testing Loss: 0.374905, Best Loss: 0.374905, Training Acc: 0.111111, Testing Acc: 0.509740
Namespace(batch_size=32, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=False, exp_name='exp_pnlk', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
EPOCH:: 1, Traininig Loss: 1.937744, Testing Loss: 0.745191, Best Loss: 0.745191, Training Acc: 0.111111, Testing Acc: 0.272727
EPOCH:: 2, Traininig Loss: 0.362632, Testing Loss: 0.871809, Best Loss: 0.745191, Training Acc: 0.176471, Testing Acc: 0.246753
EPOCH:: 3, Traininig Loss: 0.429525, Testing Loss: 0.569490, Best Loss: 0.569490, Training Acc: 0.235294, Testing Acc: 0.350649
EPOCH:: 4, Traininig Loss: 0.282340, Testing Loss: 0.465948, Best Loss: 0.465948, Training Acc: 0.372549, Testing Acc: 0.357143
EPOCH:: 5, Traininig Loss: 0.075728, Testing Loss: 0.479721, Best Loss: 0.465948, Training Acc: 0.784314, Testing Acc: 0.389610
EPOCH:: 6, Traininig Loss: 0.061371, Testing Loss: 0.709983, Best Loss: 0.465948, Training Acc: 0.784314, Testing Acc: 0.318182
EPOCH:: 7, Traininig Loss: 0.026230, Testing Loss: 1.066150, Best Loss: 0.465948, Training Acc: 0.928105, Testing Acc: 0.266234
EPOCH:: 8, Traininig Loss: 0.025226, Testing Loss: 0.696487, Best Loss: 0.465948, Training Acc: 0.934641, Testing Acc: 0.324675
EPOCH:: 9, Traininig Loss: 0.017407, Testing Loss: 0.785215, Best Loss: 0.465948, Training Acc: 0.947712, Testing Acc: 0.311688
